Unnamed: 0,NAME,TEAM,POS,NAT,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,FOULS,FOULED,TACKLES ATT/WON,AERIALS ATT/WON,DUELS ATT/WON,CLEAR,ERR CHANCE,ERR GOAL,POSS LOST,OFFSIDE,TOUCHES,INTERCEP,RECOV,LAST MAN TACKLE,PASSES,PASS COMP %,FINAL THIRD,LONG BALL,PEN,SHOTS,ON TARGET,BLOCKED,DRIBBLES,TOUCHES IN BOX,BIG CHANCE,CROSSES,SAVES,GOALS CON,PEN CON,PEN SAVE,DECISIVE,FIRST,EQUALISER,PEN WON,RATING,MATCH_ID
,J. O'Brien,Everton,DR,,Republic of Ireland,88,-,-,-,-,1,-,0/0,1/1,3/1,8,-,-,10,-,53,-,2,-,30,80%,12,5,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,6.4,3356810
,J. Tarkowski,Everton,DCR,,England,90,-,-,-,-,-,-,3/2,4/4,8/7,6,-,-,8,-,56,2,3,1,41,83%,7,10,-,1,1,-,-,2,1,-,-,-,-,-,-,-,-,-,7.9,3356810
,J. Branthwaite,Everton,DCL,,England,90,-,-,-,-,-,-,3/3,1/0,4/3,5,-,-,7,-,44,3,1,-,31,77%,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.5,3356810
,V. Mykolenko,Everton,DL,,Ukraine,90,-,-,-,-,1,1,2/2,2/0,7/4,4,-,-,10,-,47,1,-,-,26,85%,8,5,-,1,-,-,1,-,-,2,-,-,-,-,-,-,-,-,6.1,3356810
,O. Mangala,Everton,DMCR,,Belgium,90,-,-,-,-,2,1,1/1,0/0,4/2,3,-,-,5,1,36,1,1,-,26,85%,13,-,-,1,1,-,-,2,-,-,-,-,-,-,-,-,-,-,6.6,3356810
,I. Guèye,Everton,DMCL,,Senegal,90,-,2,-,-,-,3,3/2,1/1,9/7,2,-,-,5,-,55,2,8,-,37,95%,14,1,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,9.1,3356810
,J. Lindstrøm,Everton,AMR,,Denmark,70,-,-,-,-,1,2,5/5,2/0,20/7,2,-,-,13,-,51,2,5,-,21,90%,9,-,-,1,1,-,-,2,2,11,-,-,-,-,-,-,-,-,8.1,3356810
,A. Doucouré,Everton,AMC,,Mali,90,-,-,1,-,3,-,2/1,4/0,15/3,-,-,-,12,-,39,-,6,-,22,82%,12,-,-,-,-,-,1,3,-,3,-,-,-,-,-,-,-,-,5.9,3356810
,I. Ndiaye,Everton,AML,,Senegal,81,1,-,-,-,2,2,2/1,3/1,21/9,-,-,-,12,-,51,1,8,-,26,85%,8,-,-,2,1,1,5,4,-,1,-,-,-,-,-,-,-,-,7.8,3356810
,D. C-Lewin,Everton,S,,England,90,1,-,1,-,3,4,0/0,15/11,26/16,2,-,-,15,1,48,-,1,-,20,70%,14,-,-,6,2,1,2,10,-,1,-,-,-,-,-,1,-,-,7.7,3356810
,A. Young,Everton,M,,England,20,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356810
,M. Keane,Everton,D,,England,2,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,2,-,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356810
,N. Patterson,Everton,D,,Scotland,9,-,-,-,-,-,1,1/1,0/0,0/5,-,-,-,-,-,10,-,1,-,4,100%,2,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,,3356810
,A. Onana,Man Utd,GK,,Cameroon,90,-,-,-,-,-,-,0/0,0/0,0/0,1,-,1,13,-,30,-,4,-,26,54%,5,15,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,4.7,3356813
,M. de Ligt,Man Utd,DR,,Netherlands,90,-,-,-,-,2,1,2/2,2/2,7/5,2,-,-,7,-,62,1,1,-,54,87%,10,8,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.3,3356813
,H. Maguire,Man Utd,DC,,England,90,-,-,1,-,1,1,2/0,1/1,7/4,4,-,-,11,-,77,1,6,-,63,87%,6,11,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.1,3356813
,L. Yoro,Man Utd,DL,,France,90,-,-,1,-,2,1,1/0,4/4,9/6,2,-,-,5,1,66,2,1,-,53,92%,8,1,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,6.3,3356813
,N. Mazraoui,Man Utd,DMR,,Morocco,84,-,-,-,-,1,-,1/1,1/0,7/1,-,-,-,8,-,45,2,4,-,30,83%,8,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,6.2,3356813
,M. Ugarte,Man Utd,DMCR,,Uruguay,64,-,-,1,-,2,-,3/2,1/0,12/3,-,-,-,8,-,39,-,4,-,26,85%,3,3,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,6.0,3356813
,K. Mainoo,Man Utd,DMCL,,England,64,-,-,-,-,1,-,2/1,2/1,8/3,-,-,-,7,-,44,-,2,-,35,91%,4,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.0,3356813
,D. Dalot,Man Utd,DML,,Portugal,90,-,-,-,-,-,1,0/0,2/2,11/5,2,-,-,17,1,73,2,8,-,46,76%,14,5,-,-,-,-,2,3,-,-,-,-,-,-,-,-,-,-,6.6,3356813
,A. Diallo,Man Utd,AMCR,,Côte d’Ivoire,90,-,-,-,-,-,3,3/2,1/1,12/8,1,-,-,13,1,52,1,3,-,26,77%,11,-,-,1,-,1,1,8,-,1,-,-,-,-,-,-,-,-,6.6,3356813
,B. Fernandes,Man Utd,AMCL,,Portugal,90,1,-,-,-,-,1,0/0,2/0,4/2,-,1,-,22,-,79,1,3,-,61,77%,30,10,1,2,1,-,1,3,-,7,-,-,-,-,-,-,1,-,7.0,3356813
,J. Zirkzee,Man Utd,S,,Netherlands,84,-,-,-,-,2,3,3/1,6/2,17/7,-,-,-,9,-,35,1,3,-,15,80%,3,1,-,2,-,2,-,5,-,1,-,-,-,-,-,-,-,1,6.0,3356813
,T. Collyer,Man Utd,M,,England,26,-,-,-,-,2,-,1/1,1/1,3/2,-,-,-,1,-,22,-,4,-,19,95%,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.1,3356813
,A. Garnacho,Man Utd,F,,Argentina,26,-,-,-,-,-,-,0/0,3/0,0/0,-,-,-,5,-,12,-,1,-,6,67%,3,-,-,2,-,1,-,3,-,-,-,-,-,-,-,-,-,-,5.8,3356813
,Antony,Man Utd,F,,Brazil,6,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356813
,R. Højlund,Man Utd,F,,Denmark,6,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,1,-,2,-,-,-,1,100%,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356813
,B. Verbruggen,Brighton,GK,,Netherlands,90,-,-,-,-,-,-,0/0,0/0,0/0,3,-,-,14,-,40,-,4,-,36,61%,4,18,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,6.1,3356813
,J. Veltman,Brighton,DR,,Netherlands,90,-,-,-,-,-,1,1/0,1/1,4/3,4,-,-,19,-,61,-,6,-,40,68%,17,7,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.3,3356813
,J. Hecke,Brighton,DCR,,Netherlands,90,-,-,-,-,1,-,2/1,4/3,7/5,2,-,-,11,-,76,-,5,-,67,85%,6,5,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.6,3356813
,L. Dunk,Brighton,DCL,,England,90,-,-,-,-,1,1,1/1,1/1,4/3,3,-,-,7,-,82,-,-,-,73,93%,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.7,3356813
,P. Estupiñán,Brighton,DL,,Ecuador,84,-,-,-,-,-,2,3/1,0/0,9/6,2,-,-,7,-,61,1,3,-,37,92%,6,3,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,6.3,3356813
,Y. Minteh,Brighton,MR,,Gambia,69,1,1,1,-,1,-,3/3,4/0,11/4,-,-,-,9,-,27,1,2,-,13,62%,8,-,-,2,1,1,1,5,2,1,-,-,-,-,-,1,-,-,7.9,3356813
,C. Baleba,Brighton,MCR,,Cameroon,90,-,-,1,-,2,2,2/1,3/2,15/8,-,-,-,14,-,46,1,5,-,28,79%,8,8,-,1,-,-,2,-,-,-,-,-,1,-,-,-,-,-,5.8,3356813
,Y. Ayari,Brighton,MCL,,Sweden,90,-,-,-,-,3,-,1/0,4/2,9/5,2,-,-,12,-,65,1,3,-,52,87%,8,3,-,-,-,-,2,-,-,3,-,-,-,-,-,-,-,-,6.4,3356813
,K. Mitoma,Brighton,ML,,Japan,90,1,1,-,-,3,-,3/1,0/0,9/3,1,-,-,12,1,46,1,4,-,28,75%,6,3,-,1,1,-,-,4,1,1,-,-,-,-,1,-,-,-,7.9,3356813
,João Pedro,Brighton,FCR,,Brazil,90,-,-,-,-,1,1,1/0,5/2,14/6,-,-,-,15,-,41,-,3,-,24,75%,7,1,-,-,-,-,2,5,-,-,-,-,-,-,-,-,-,-,5.9,3356813
,D. Welbeck,Brighton,FCL,,England,69,-,-,-,-,-,3,1/1,0/0,8/6,-,-,-,4,-,35,1,4,-,21,95%,4,-,-,1,-,1,2,5,-,1,-,-,-,-,-,-,-,-,6.5,3356813
,G. Rutter,Brighton,F,,France,21,1,-,-,-,-,1,1/1,2/1,4/3,-,-,-,3,2,14,-,1,-,5,80%,2,-,-,1,1,-,-,3,-,-,-,-,-,-,-,-,-,-,7.1,3356813
,S. March,Brighton,M,,England,21,-,-,1,-,-,1,3/1,0/0,0/5,-,-,-,4,-,17,-,-,-,8,63%,4,-,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,5.8,3356813
,T. Lamptey,Brighton,D,,Ghana,6,-,-,-,-,-,-,0/0,1/0,0/0,-,-,-,2,-,6,-,2,-,2,100%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356813
,M. Sels,Notts Forest,GK,,Belgium,90,-,-,-,-,-,1,0/0,1/1,0/2,3,-,-,10,-,26,-,1,-,20,50%,3,16,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,5.9,3356815
,O. Aina,Notts Forest,DR,,Nigeria,90,-,1,-,-,-,2,2/2,1/0,8/4,1,-,-,7,-,47,1,5,-,31,84%,14,1,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,6.9,3356815
,N. Milenković,Notts Forest,DCR,,Serbia,90,-,-,-,-,-,-,1/0,6/4,8/5,4,-,-,5,-,36,1,-,-,29,83%,5,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.1,3356815
,Murillo,Notts Forest,DCL,,Brazil,90,-,-,-,-,-,1,3/3,4/2,10/8,2,-,-,12,-,51,2,4,-,35,80%,8,8,-,-,-,-,2,2,-,2,-,-,-,-,-,-,-,-,6.6,3356815
,N. Williams,Notts Forest,DL,,Wales,90,-,-,-,-,-,2,4/0,2/2,10/8,4,-,-,14,1,77,1,4,-,43,86%,16,4,-,1,-,1,-,2,-,1,-,-,-,-,-,-,-,-,6.2,3356815
,N. Domínguez,Notts Forest,DMCR,,Argentina,83,-,-,-,-,-,1,3/2,2/1,7/5,2,-,-,4,-,53,-,2,-,40,95%,16,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,7.1,3356815
,E. Anderson,Notts Forest,DMCL,,England,90,1,-,-,-,2,2,2/1,0/0,11/4,2,-,-,12,-,58,1,7,-,43,86%,15,2,-,1,1,-,-,2,-,3,-,-,-,-,-,1,-,-,7.5,3356815
,A. Elanga,Notts Forest,AMR,,Sweden,74,-,-,-,-,-,-,0/0,2/0,0/0,1,-,-,15,-,46,-,2,-,28,89%,19,-,-,1,1,-,-,2,-,7,-,-,-,-,-,-,-,-,6.2,3356815
,M. Gibbs-White,Notts Forest,AMC,,England,83,-,1,-,-,2,5,1/1,4/2,14/9,-,-,-,10,-,66,-,6,-,50,88%,23,1,-,2,1,-,1,5,-,2,-,-,-,-,-,-,-,-,7.7,3356815
,C. Hudson-Odoi,Notts Forest,AML,,England,38,1,-,-,-,-,-,0/0,1/1,3/2,-,-,-,3,-,23,1,3,-,17,94%,9,1,-,1,1,-,1,1,-,2,-,-,-,-,-,-,-,-,7.1,3356815
,C. Wood,Notts Forest,S,,New Zealand,83,1,1,-,-,-,1,1/1,9/5,12/8,-,-,-,6,1,31,-,1,-,18,72%,11,1,-,4,1,-,1,6,1,-,-,-,-,-,1,-,-,-,8.2,3356815
,Jota Silva,Notts Forest,F,,Portugal,52,-,-,-,-,-,1,1/0,2/0,9/4,-,-,-,7,-,24,1,3,-,13,69%,6,2,-,3,-,1,2,5,1,-,-,-,-,-,-,-,-,-,6.4,3356815
,Morato,Notts Forest,D,,Brazil,16,-,-,-,-,-,-,0/0,1/1,0/1,-,-,-,2,-,6,-,-,-,6,67%,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.8,3356815
,T. Awoniyi,Notts Forest,F,,Nigeria,7,-,-,-,-,-,-,1/1,4/0,6/1,-,-,-,5,1,9,-,1,-,5,40%,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356815
,R. Yates,Notts Forest,D,,England,7,-,-,-,-,-,-,0/0,0/0,0/0,1,-,-,3,-,6,-,-,-,5,40%,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356815
,R. Sosa,Notts Forest,F,,Paraguay,7,-,-,-,-,-,2,0/0,2/0,5/2,1,-,-,1,-,9,-,3,-,3,100%,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356815
,A. Ramsdale,Southampton,GK,,England,90,-,-,-,-,-,-,0/0,1/1,0/1,1,-,-,13,-,29,-,4,-,22,41%,5,18,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,5.4,3356815
,J. Bree,Southampton,DR,,England,86,-,-,-,-,-,-,2/2,5/3,7/5,5,-,-,7,-,63,1,2,-,49,90%,17,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.3,3356815
,J. Bednarek,Southampton,DC,,Poland,90,1,-,-,-,1,-,0/0,8/5,12/5,6,-,1,7,-,65,1,4,-,52,88%,3,4,-,2,2,-,-,3,-,-,-,-,-,-,-,-,-,-,6.4,3356815
,T. Harwood-Bellis,Southampton,DL,,England,90,-,-,-,-,-,-,0/0,6/4,6/4,7,-,-,7,-,72,1,3,-,61,92%,12,3,-,1,-,1,-,2,-,-,-,-,-,-,-,-,-,-,6.5,3356815
,Y. Sugawara,Southampton,DMR,,Japan,58,-,-,-,-,2,-,0/0,0/0,4/1,2,-,-,7,-,40,1,3,-,29,93%,14,2,-,-,-,-,1,-,-,4,-,-,-,-,-,-,-,-,5.8,3356815
,F. Downes,Southampton,DMCR,,England,45,-,-,1,-,4,1,1/1,1/0,9/3,2,-,-,3,-,40,1,3,-,31,94%,6,3,-,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,6.1,3356815
,J. Aribo,Southampton,DMCL,,Nigeria,90,-,-,1,-,2,-,0/0,8/2,12/3,2,-,-,5,-,66,-,4,-,57,93%,19,1,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,6.2,3356815
,K. W-Peters,Southampton,DML,,England,90,-,-,1,-,1,1,2/2,1/0,10/4,-,-,-,11,-,66,-,3,-,39,92%,18,2,-,1,-,-,1,1,-,2,-,-,-,-,-,-,-,-,6.3,3356815
,Mateus Fernandes,Southampton,AMC,,Portugal,90,-,1,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356815
,C. Archer,Southampton,FCR,,England,58,-,-,-,-,2,-,0/0,2/1,9/3,1,-,-,7,-,21,-,1,-,12,83%,5,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,5.6,3356815
,A. Armstrong,Southampton,FCL,,England,58,-,-,-,-,1,-,1/1,1/1,5/2,1,-,-,9,-,26,-,3,-,18,83%,10,-,-,-,-,-,-,5,-,2,-,-,-,-,-,-,-,-,6.0,3356815
,P. Onuachu,Southampton,F,,Nigeria,32,1,-,-,-,1,-,0/0,4/3,6/3,-,-,-,6,-,15,-,-,-,8,63%,2,-,-,3,2,1,-,4,-,-,-,-,-,-,-,-,-,-,7.2,3356815
,L. Ugochukwu,Southampton,M,,France,45,-,1,1,-,2,-,1/1,2/1,9/5,1,-,-,5,-,36,-,2,-,25,88%,13,1,-,1,-,-,3,1,-,1,-,-,-,-,-,-,-,-,6.8,3356815
,R. Manning,Southampton,M,,Republic of Ireland,32,-,-,-,-,-,-,3/2,1/1,6/4,3,-,-,4,-,30,-,4,-,19,95%,3,-,-,-,-,-,-,1,-,3,-,-,-,-,-,-,-,-,6.4,3356815
,Kamaldeen,Southampton,F,,Ghana,32,-,-,-,-,-,-,0/0,0/0,3/1,-,-,-,5,-,14,-,1,-,8,75%,5,1,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-,5.7,3356815
,W. Smallbone,Southampton,M,,Republic of Ireland,4,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,1,-,8,-,2,-,6,100%,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356815
,Ederson,Man City,GK,,Brazil,90,-,-,-,-,-,-,0/0,0/0,0/0,1,-,-,5,-,50,-,8,-,35,86%,1,10,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,7.9,3356811
,Matheus Nunes,Man City,DR,,Portugal,90,-,-,1,-,2,2,1/1,3/3,11/7,2,-,-,12,-,96,-,4,-,81,90%,17,2,-,-,-,-,1,2,-,1,-,-,-,-,-,-,-,-,7.1,3356811
,M. Akanji,Man City,DCR,,Switzerland,72,-,-,-,-,2,-,0/0,4/1,6/1,1,-,-,1,-,70,-,3,-,68,99%,18,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.5,3356811
,Rúben Dias,Man City,DCL,,Portugal,90,-,-,-,-,-,1,0/0,2/0,5/1,1,-,-,7,-,98,2,2,-,92,92%,8,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.8,3356811
,J. Gvardiol,Man City,DL,,Croatia,90,-,-,-,-,1,1,3/2,0/0,9/5,1,-,-,10,-,116,2,8,-,102,92%,24,5,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,7.9,3356811
,I. Gündogan,Man City,DMCR,,Germany,90,-,-,-,-,-,-,2/2,0/0,4/3,1,-,-,7,-,101,1,4,-,90,96%,29,4,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,7.6,3356811
,M. Kovačić,Man City,DMCL,,Croatia,72,1,1,-,-,1,-,3/2,0/0,6/4,1,-,-,4,-,82,-,1,-,73,96%,35,2,-,2,1,-,1,1,2,-,-,-,-,-,-,-,-,-,9.7,3356811
,P. Foden,Man City,AMR,,England,63,2,1,-,-,-,-,1/0,0/0,2/1,-,-,-,6,-,37,-,2,-,27,89%,15,3,-,4,2,2,-,6,-,1,-,-,-,-,1,1,-,-,9.1,3356811
,K. De Bruyne,Man City,AMC,,Belgium,63,-,2,-,-,-,-,0/0,0/0,0/0,2,-,-,17,1,53,1,4,-,41,76%,29,1,-,2,-,1,-,10,1,4,-,-,-,-,-,-,-,-,7.8,3356811
,J. Doku,Man City,AML,,Belgium,90,1,1,-,-,-,-,2/1,3/0,14/6,-,-,-,18,-,67,1,3,-,43,88%,30,-,-,2,2,-,4,9,2,1,-,-,-,-,-,-,-,-,9.0,3356811
,E. Haaland,Man City,S,,Norway,63,1,-,-,-,-,-,1/0,2/1,4/2,-,-,-,4,-,19,-,-,-,11,91%,4,-,-,3,3,-,-,5,-,-,-,-,-,-,-,-,-,-,7.1,3356811
,J. Mcatee,Man City,M,,England,27,1,-,-,-,1,-,0/0,1/1,2/1,-,-,-,4,-,23,-,-,-,18,83%,5,-,-,2,1,-,-,3,-,1,-,-,-,-,-,-,-,-,7.2,3356811
,R. Lewis,Man City,D,,England,18,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,30,-,1,-,30,100%,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.3,3356811
,J. Grealish,Man City,M,,England,27,-,-,-,-,-,-,0/0,0/0,2/1,-,-,-,2,-,24,-,-,-,21,95%,6,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,6.2,3356811
,N. O’Reilly,Man City,M,,England,18,-,-,-,-,-,-,1/0,0/0,2/1,1,-,-,3,-,17,-,1,-,12,92%,2,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,6.2,3356811
,D. Mubama,Man City,F,,England,27,-,-,-,-,-,-,0/0,1/0,0/0,-,-,-,2,-,5,-,1,-,3,67%,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,5.4,3356811
,C. Walton,Ipswich,GK,,England,90,-,-,-,-,-,-,0/0,1/1,0/1,2,-,-,2,-,36,-,6,-,26,92%,-,7,-,-,-,-,-,-,-,-,3,6,-,-,-,-,-,-,4.8,3356811
,B. Johnson,Ipswich,DR,,England,90,-,-,-,-,1,-,2/2,1/1,9/3,3,-,-,6,-,38,-,1,-,21,100%,8,1,-,1,1,-,-,2,1,3,-,-,-,-,-,-,-,-,5.8,3356811
,B. Godfrey,Ipswich,DCR,,England,64,-,-,-,-,-,-,0/0,2/2,3/2,1,-,-,10,-,50,-,2,-,40,85%,8,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,4.7,3356811
,D. O'Shea,Ipswich,DC,,Republic of Ireland,90,-,-,-,-,-,-,1/0,1/0,2/1,2,-,-,9,-,67,-,1,-,58,88%,8,10,-,1,1,-,-,1,-,1,-,-,-,-,-,-,-,-,4.7,3356811
,C. Burgess,Ipswich,DCL,,Australia,90,-,-,-,-,-,-,2/2,2/2,0/4,6,-,-,11,-,59,3,2,-,44,75%,12,14,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,5.3,3356811
,L. Davis,Ipswich,DL,,England,90,-,-,-,-,-,2,1/0,2/0,7/3,2,-,-,9,-,45,1,3,-,29,93%,9,1,-,-,-,-,-,2,-,5,-,-,-,-,-,-,-,-,4.9,3356811
,O. Hutchinson,Ipswich,MR,,England,73,-,-,-,-,-,2,0/0,0/0,9/4,-,-,-,7,-,36,-,4,-,20,90%,5,1,-,2,1,1,2,2,-,1,-,-,-,-,-,-,-,-,6.2,3356811
,J. Cajuste,Ipswich,MCR,,Sweden,64,-,-,-,-,-,-,0/0,0/0,0/0,2,1,-,2,-,32,3,1,-,21,100%,2,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.2,3356811
,Sam Morsy,Ipswich,MCL,,Egypt,90,-,-,-,-,-,-,2/2,1/1,4/3,2,2,-,6,-,53,1,5,-,42,88%,15,5,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.0,3356811
,J. Clarke,Ipswich,ML,,England,64,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356811
,L. Delap,Ipswich,S,,England,73,-,-,-,-,1,3,0/0,2/1,12/8,-,-,-,5,1,19,-,1,-,7,71%,2,-,-,2,1,1,4,2,-,-,-,-,-,-,-,-,-,-,6.1,3356811
,M. Luongo,Ipswich,M,,Australia,26,-,-,-,-,-,-,3/2,0/0,5/3,-,-,-,2,-,14,-,-,-,7,100%,3,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,6.2,3356811
,J. Philogene,Ipswich,M,,England,26,-,-,-,-,1,-,0/0,0/0,0/0,-,-,-,2,-,13,-,3,-,11,91%,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.8,3356811
,J. Taylor,Ipswich,M,,Republic of Ireland,17,-,-,-,-,-,-,0/0,1/0,0/0,-,-,-,3,-,5,-,2,-,3,67%,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,5.4,3356811
,G. Hirst,Ipswich,F,,Scotland,17,-,-,-,-,1,-,0/0,1/1,2/1,-,-,-,2,-,3,-,-,-,2,50%,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.2,3356811
,A. Tuanzebe,Ipswich,D,,DR Congo,26,-,-,-,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356811
,José Sá,Wolves,GK,,Portugal,90,-,-,-,-,-,-,0/0,1/1,0/1,1,-,-,12,-,33,-,6,-,22,45%,6,12,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,-,5.9,3356809
,M. Doherty,Wolves,DR,,Republic of Ireland,90,1,-,-,-,-,-,2/0,5/4,8/7,8,-,-,12,-,53,3,3,-,36,69%,7,8,-,1,1,-,1,2,-,-,-,-,-,-,-,-,1,-,7.2,3356809
,S. Bueno,Wolves,DC,,Uruguay,90,-,-,-,-,-,-,2/0,0/0,3/2,2,-,-,4,-,38,1,1,-,26,88%,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.5,3356809
,E. Agbadou,Wolves,DL,,Côte d’Ivoire,90,-,-,-,-,-,-,3/2,1/0,5/3,8,-,-,16,-,65,1,8,-,49,71%,5,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.2,3356809
,Nélson Semedo,Wolves,DMR,,Portugal,90,-,-,1,-,2,2,0/0,3/0,13/5,4,-,-,9,-,53,-,-,-,24,83%,7,4,-,-,-,-,3,1,-,3,-,-,-,-,-,-,-,-,6.1,3356809
,André,Wolves,DMCR,,Brazil,74,-,-,1,-,-,-,0/0,0/0,0/0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3356809
,João Gomes,Wolves,DMCL,,Brazil,90,-,-,-,-,4,1,8/7,1/1,18/11,5,-,-,12,-,68,-,7,-,39,85%,10,4,-,-,-,-,1,1,-,3,-,-,-,-,-,-,-,-,7.4,3356809
,R. Aït-Nouri,Wolves,DML,,Algeria,74,-,-,-,-,1,1,1/0,0/0,4/2,2,-,-,4,1,42,1,2,-,27,93%,12,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6.0,3356809
,Pablo Sarabia,Wolves,AMCR,,Spain,74,-,-,-,-,-,1,0/0,1/1,4/2,-,-,-,8,1,33,-,3,-,27,89%,8,1,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,5.7,3356809
,Matheus Cunha,Wolves,AMCL,,Brazil,90,-,-,-,-,-,2,2/1,3/1,11/5,-,-,-,18,-,49,-,5,-,26,77%,19,1,-,5,1,2,-,7,-,7,-,-,-,-,-,-,-,-,6.4,3356809
,J. Strand Larsen,Wolves,S,,Norway,90,-,-,-,-,2,-,0/0,5/1,7/1,1,-,-,4,-,16,-,2,-,12,75%,2,1,-,2,2,-,-,2,-,-,-,-,-,-,-,-,-,-,5.8,3356809
,Rodrigo Gomes,Wolves,F,,Portugal,16,-,-,-,-,-,-,1/1,1/0,2/1,2,-,-,6,-,19,-,1,-,12,58%,9,2,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,6.1,3356809
